Crossover Rate,VAMM,Std Dev,Relative Distance (%),Generations to Convergence
0.5,77700.42207198682,1568.4259394268277,2083.822992467308,500.0
0.6,75914.89489570505,1218.3766760586504,2033.6395417567467,500.0
0.7,75221.42482977253,1080.059033400106,2014.1490958339666,500.0
0.8,73981.4322572381,776.5512554248851,1979.298264677856,500.0
0.9,73937.02021370956,1279.5601921435373,1978.0500341121292,500.0
