crossover_rate,mutation_rate,avg_generations_to_best,avg_generations_to_stable,avg_improvement_rate
0.7,0.02,1962.7,2.4,0.8251565278605272
0.75,0.02,1930.4333333333334,2.433333333333333,0.8359858144167681
0.8,0.02,1956.6666666666667,2.5,0.8095728442304839
0.85,0.02,1969.5,2.466666666666667,0.811612143701
0.9,0.02,1965.8333333333333,2.5,0.822853717879789
