population_size,elite_size,crossover_rate,mutation_rate,replace_strategy,seed,best_distance,execution_time,generations_to_convergence,generations_to_best,generations_to_stable,improvement_rate
10,1,0.9,0.02,worst,13,2748.2144415879047,7.426641941070557,2000,1951,3,0.8330697314566645
10,1,0.9,0.02,worst,14,2615.426721353988,7.422615051269531,2000,1978,3,0.8415323377702365
10,1,0.9,0.02,worst,15,2667.7769196066697,7.457383871078491,2000,1924,3,0.8571990171467005
10,1,0.9,0.02,worst,16,2778.86102162872,7.493051767349243,2000,1978,2,0.8331817497942715
10,1,0.9,0.02,worst,17,2527.550573912054,7.509585857391357,2000,1984,2,0.8828724801804895
10,1,0.9,0.02,worst,18,2848.909226276214,7.471237897872925,2000,1979,2,0.7326936277815705
10,1,0.9,0.02,worst,19,2656.553656075503,7.468188047409058,2000,1998,2,0.7360033838307328
10,1,0.9,0.02,worst,20,2550.119450139046,7.464627027511597,2000,1995,2,0.7778489988974264
10,1,0.9,0.02,worst,21,2625.8258134878156,7.435662031173706,2000,1852,2,0.8751137887886408
10,1,0.9,0.02,worst,22,2660.4105767015926,7.441812992095947,2000,1976,2,0.6864662525772858
10,1,0.9,0.02,worst,23,2660.8718584943736,7.472257852554321,2000,1978,2,0.8065377469357212
10,1,0.9,0.02,worst,24,2688.1674024413905,7.430640935897827,2000,1993,2,0.7044046405695468
10,1,0.9,0.02,worst,25,2545.5754099824003,7.564880847930908,2000,1995,3,0.9042582281053835
10,1,0.9,0.02,worst,26,2603.314128651717,7.457247972488403,2000,1993,2,0.864871775254873
10,1,0.9,0.02,worst,27,2492.2556185000526,7.4632933139801025,2000,1951,2,0.8905321062676815
10,1,0.9,0.02,worst,28,2669.7175348840933,7.423098802566528,2000,1953,2,0.8772482123508403
10,1,0.9,0.02,worst,29,2799.5258957943365,7.540426015853882,2000,1934,4,0.7617277669399889
